Topic,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,Count,msCount,uriCount
1289,واللحمه,المخلوع,طرفاها,المامون,فدنوت,الرياسي,وحبه,والحرمه,التوقيع,قسيم,14,14,10
1290,فليرقد,نعس,النوم,النعسه,الخفقه,والنعستين,احدكم,يذهب,وضوا,دسما,14,14,13
1291,بهداياهم,يبتغون,يتحرون,صواحبي,صمعه,عاشه,الهر,مرضاه,وبك,القاعد,14,13,14
1292,تماروا,ناسا,عرفه,عندها,مولي,عمير,حدثته,صوم,ام,النضر,14,13,14
1293,الدواب,قتلهن,جناح,المحرم,يقتل,والحداه,خمس,نافع,الغراب,والفاره,14,14,12
1294,المرجاني,المرشدي,البعلي,الشيبي,جمال,الذروي,المكي,حامد,التنكزي,الجمعي,14,13,7
1295,وابو,وحمزه,السهمي,والحافظ,الباطرقاني,مردويه,الحافظان,الجرجاني,وبارجيش,وبالسوس,14,13,7
1296,اصطرف,فتراوضنا,بالشعير,التمس,فدعاني,يقلبها,صرفا,الشعير,بماه,اوس,14,14,14
1297,القصاص,الديه,فهدر,قتيلا,الولي,مذبوحا,معهما,بالشك,نفسه,القاتل,14,14,7
1298,القدح,مرضها,شربته,مرضت,تخدم,تكني,بركه,الحبشه,لامراه,البول,14,14,13
1299,خبثت,لقست,نفسي,يقولن,ليقل,احدكم,يقل,غدره,ولكن,ينصب,14,14,14
1300,لب,النفزي,باخل,رضوان,المرابع,الرقوطي,فرج,النباهي,باديس,نماره,14,13,7
1301,دراسه,اسناد,تبين,الاسناد,بهذا,لجهاله,ضعيف,الفارسي,رهم,لضعف,14,13,2
1302,الصرف,الجحود,يتكامل,الفسخ,جديد,ينفذ,يملك,بالفسخ,القبض,بدل,14,14,6
1303,اعلمك,خلقك,قبضت,استاذن,بالذي,اعطاك,الموت,كلمات,فاذن,ينقطع,14,13,14
1304,الوطاه,كسني,وطاتك,الواو,الطا,اجعلها,الباس,باسك,قبيله,همزه,14,14,10
1305,العده,يطلق,مستقبله,زوجها,حماد,امراته,يطلقها,يراجعها,عدتها,يفرق,13,11,2
1306,تنبني,رحمك,اخزم,الراسبي,مازن,سودت,مسود,وجوه,عمدت,فبايعته,13,13,12
1307,الصفا,والصفا,للجميع,لعاشه,الملس,السن,صفوانه,شعار,الصفوان,ارايت,13,13,10
1308,يكيل,الكيل,والمعوذتين,الباع,كون,فاوف,المبتاع,وبدل,المقالات,المكيال,13,13,11
1309,الورود,الذب,لنتصدقن,فالمتصدق,لقربها,المعطي,المعارج,والمتصدق,ادغمت,مثواك,13,12,11
1310,مسنه,مسنتان,الحول,المسنه,حملا,باعتبارها,الصغار,العجاجيل,فصيل,الفصلان,13,13,10
1311,صحفتها,لتستفرغ,ولتنكح,مقدورا,اختها,تسال,قدرا,طلاق,تجدعونها,الزناد,13,12,12
1312,وبرا,برا,بانطاق,بثوبه,بالحجر,باربعه,حجرها,ولدها,الافك,خاض,13,13,13
1313,الباغي,يرثه,قتلته,يرث,ورثه,العادل,الباطل,الوجهين,حق,الان,13,13,12
1314,بالاذان,اتتبع,فاه,يذن,احيانه,فجعلت,جحيفه,بلالا,وههنا,وضو,13,13,13
1315,سبط,منشا,حوري,شموع,زكور,افرايم,شمعون,روبيل,سودي,كالب,13,11,11
1316,فاعتزلنا,بالندا,صعصعه,سمحا,اذانا,المازني,الصوت,الخدري,اخبره,رفع,13,13,13
1317,بالنبي,ارقبوا,اشبه,معمر,بيته,الزهري,محمدا,انس,الرزاق,يكن,13,13,12
1318,جسدي,شعرك,عينيك,احسن,وجهك,قالت,صورني,وتشوقه,اول,للتراب,13,13,12
1319,كهاتين,والساعه,بعثت,اصبعين,التياح,حصين,تابعه,الجعفي,اسرايل,قتاده,13,13,13
1320,لاشبهكم,كلما,فيكبر,خفض,برسول,انصرف,ورفع,وكلما,نصليها,رفع,13,13,13
1321,يخرجوا,يدروا,فسالهم,يذهبون,يخرجوه,وسالهم,عهدا,التيه,انسد,دلتهم,13,13,13
1322,لبن,الابتذال,جزها,مصون,ايراد,بيع,بالبيع,الادمي,مكرم,نفسها,13,13,10
1323,الطبقه,اللفتواني,منده,تابعي,الدنيا,اخبرنا,الوحش,ظبيان,رقاش,يستضعف,13,13,1
1324,يحنث,حلف,ارايت,ايحنث,ثوبا,قميصا,فلبس,لفلان,يضربه,فاشتري,13,11,4
1325,وجاوا,وتركنا,نستبق,عشا,ذهبنا,بممن,فاكله,الذب,يبكون,بدم,13,13,13
1326,مكرا,لهن,لتريهن,قلن,اليهن,واستكتمتهن,بمكرهن,فافشين,وجماله,ارسلت,13,13,13
1327,سوره,التوبه,النحل,الفاتحه,الانفال,البقره,الماده,الانعام,طه,الرعد,13,12,10
1328,البهلول,عمي,ينفذها,اصير,لقراباته,ويصبه,نتظلم,ارفاقا,للخطيب,جدي,13,12,7
1329,صعصعه,يقصمها,بالبلا,صما,اعتدلت,الحباب,بالخامه,معتدله,تكفا,كفاتها,13,13,12
1330,فاخدمها,حماس,اخدمتك,باركت,وذكرها,وصله,ال,الزهريات,الليث,بالاسنادين,13,13,9
1331,ليصلح,فحانت,الساعدي,يتاخر,ليم,فتاخر,حازم,بينهم,جازت,فجا,13,13,11
1332,فتناوله,خلابه,فقطعه,برجل,الثقفيه,الاحول,طاوسا,نذر,يقود,خذابه,13,12,7
1333,يغر,بليل,خيبر,اتي,ليلا,قوما,لجاهد,الطويل,مشابها,لاجرين,13,13,11
1334,وبصله,والجيف,ادبارا,حصت,بطاعه,الجلود,فاخذتهم,والميته,فيري,كسبع,13,13,13
1335,فهداك,ضالا,تدري,الغافلين,غافلا,وجدك,واحكام,ووجدك,وشراع,الشوري,13,12,12
1336,العن,فالعنوه,عليا,تلعنني,امرني,لعنه,العني,اصنع,تتبرا,المدري,13,12,12
1337,قرا,عرضا,مقر,القراه,غلبون,سمحان,داناج,ولكتاب,الشرازي,العزجا,13,13,2
1338,احبسوه,اغتصب,فسالوا,وسلوا,رفده,مطرف,قضاعه,اخته,برجل,نفسها,13,13,13
1339,اهديت,بالمسلمين,غدر,سم,يعفي,فتحت,المشركون,خيبر,للنبي,والغدر,13,13,12
1340,وجوارهن,هان,ذهبت,امان,اخبره,مولي,طالب,فقتلوهم,تقول,النضر,13,12,13
1341,اعتمر,حجته,مسروقا,ومجاهدا,عمرته,يحج,عازب,القعده,المقبل,الجعرانه,13,13,12
1342,المصيبه,عبدالمنعم,سببه,الراودراوي,راجعون,يلمون,نصحه,اعطيت,الماضيه,واخلفه,13,13,11
1343,سالا,ثوب,اجرنا,سال,اجرت,المسيب,هان,وذاك,اجرته,ضحي,13,13,13
1344,الدجرجاوي,البلعمي,المناري,وحله,وانشدني,المشرف,دجرجا,اشطرها,زخرفوا,فاعارني,13,13,11
1345,علله,عاذ,مرفوعا,جحاده,فرواه,خفقتين,خفقه,فافرح,جليد,ذكاه,13,13,8
1346,تجمعوا,انكح,الاختين,اختي,اخبرته,حبيبه,سلف,بناتكن,اخواتكن,تعرضن,13,11,12
1347,وهديا,سمتا,ودلا,فمكثنا,اجنبت,واخي,بالنبي,ابزي,بسر,قدمت,13,12,13
1348,واديا,هبط,صعدنا,كبرنا,سبحنا,التسبيح,نزلنا,الجعد,سميع,حصين,13,13,11
1349,نذر,نذره,المنذور,صام,اعتكاف,منعقد,صيامه,قبله,صوم,يلزمه,13,13,7
1350,اشعرنها,تحدث,مليكه,مخرمه,تستوحشي,اوقظك,وخشيت,الففنها,فاستغفر,فكرهت,13,13,6
1351,يتقون,برحمتنا,ولاجر,يتبوا,الاخره,نضيع,امنوا,وكانوا,مكنا,للذين,13,13,9
1352,نعشها,رفعتم,بسرف,حضرنا,اغض,ميمونه,كثره,جنازه,زوجه,للبصر,13,13,13
1353,الحين,ناطيط,التليلي,العجيزه,يانس,الدمياطي,حسن,ين,حاج,ناطيد,13,13,9
1354,الزبرقان,النبيذ,خمارا,شاربه,ارقم,القعقاع,بطيزناباذ,وشهدت,وانكره,صهيب,13,13,11
1355,كالقمر,البدر,مررت,يصف,صورته,ليله,اسري,الخدري,جبريل,اخوك,13,12,12
1356,وسبع,للاسماع,تامنيت,مثه,باقعه,معزول,فسمعنا,وتصدي,الغمر,بالحرم,13,13,10
1357,تفشلا,طافتان,وليهما,همت,فليتوكل,منكم,فينا,حارثه,الممنون,نزلت,13,12,13
1358,ابناه,وسالم,حنظله,وخرشه,بريقه,فسماه,وانيس,حنكه,لامه,الحره,13,13,10
1359,زبيبا,بحاطب,بلتعه,السعر,بالسوق,تزيد,يبيع,الخطاب,فيحتكرونه,بساحتنا,13,13,12
1360,تخافهم,فعذبه,سمهم,اسميهم,نصحتك,تخبرني,ابعث,عدوك,بعثت,فبعث,13,12,10
1361,الاسكارني,حويص,الطواويسي,البارديزي,كزده,السفرداني,التخسيجي,الجوبقي,قريه,الخزيمي,13,13,5
1362,الطهراني,ابنا,الحديد,الهروي,النضر,اخرجناه,الرزاق,اسمع,منبه,السلمي,13,12,3
1363,النمري,نا,عثرته,العقيلي,اصبغ,حلفوا,ويكل,قاسم,اقاله,وضاح,13,13,4
1364,قراه,واربعماه,اربع,وتسعين,اسمع,قهرمان,ابويعقوب,فاقر,فزد,انعمت,13,13,5
1365,الجارود,والربيع,واقامته,البويطي,بمذهبه,النقال,وورعه,والقام,وحرمله,الحميدي,13,12,9
1366,ناسكا,عزيزه,زاهدا,المذكر,متقللا,الساجي,ورعا,وعباس,وجالس,اماما,13,13,13
1367,الشراب,بمثل,لتركك,ليثقل,اشتكيت,اخربت,ظننا,يثقل,ارفعوا,تاب,13,13,12
1368,الاشعبي,غزو,النقاش,الزنجوي,فيد,الفلاكي,يحصد,المنذر,اكثروا,الطف,13,10,4
1369,مخلوق,ففزع,الفاظنا,واللفظيه,تعجيم,فقياسا,فرده,محممد,خالفوك,جهميه,13,13,10
1370,الطنجي,باربل,دارسه,انشدني,وانشدني,جنتي,شعره,انشدنا,لنفسه,معطي,13,13,9
1371,كج,الغسله,مظاهر,السعيداني,حفظ,داد,شبرويه,التجديد,اغمسه,الكرابيسي,13,13,12
1372,عرفني,يعرفني,النذير,واتبعت,خادما,اباي,البشير,تلا,مله,فانا,13,13,13
1373,التقريب,والتقريب,بحمدان,والمنسوب,التهذيب,اتقن,والانساب,وتهذيب,الشريد,النبلا,13,12,13
1374,تصيبه,الجنابه,اينام,لرسول,استفتي,جنب,احدنا,جويريه,توضا,دينار,13,12,12
1375,فاسقطت,ونهي,ولدها,حذفت,بريده,الخذف,صهيب,فرفع,فجعل,ديه,13,13,12
1376,وتركتموني,يتلون,فاتبعتموه,لضللتم,كتف,اتاكم,فجعلت,قصص,والنبي,بكتاب,13,13,11
1377,بعتك,خيار,فللمشتري,يفترقا,افترقا,وللباع,القبول,يتفرقا,المتساومان,فللمخاطب,13,13,13
1378,ناداني,حدثته,مغفره,ظلمت,فاغفر,الغفور,ظلما,عندك,الذنوب,يغفر,13,13,10
1379,النعلين,يصنعها,رايتك,الرجلين,اصحابك,تصنع,غسل,ار,المقبري,يمسح,13,12,11
1380,مه,الستري,الاشتري,العبادي,وست,الحديدي,بنجير,زرع,اوله,عصم,13,13,4
1381,الترافع,يقتل,القطع,وهبها,باقراره,باليسري,يسقط,عاقله,يحد,يجالس,13,12,11
1382,لاخوانه,يتكلف,لحام,اصنع,ادعو,ياكله,غلام,الانصار,طعاما,الطعام,13,13,10
1383,واعتمده,الزيادات,فوافقه,الخبر,مهملا,ووثقه,المهمل,واحال,تعس,لسفيان,13,11,9
1384,ويكذبون,بالحوض,يكذبون,بقوم,بالشفاعه,يخرجون,بعذاب,بالدجال,القبر,سيكون,13,13,11
1385,بيعا,الاقاله,فسخ,تقايلا,فسخا,القبض,تعذر,بالثمن,بيع,الثمن,13,11,7
1386,بالليل,المقبري,قيام,اخبره,رمضان,سال,اغتسل,كيف,لياليه,عاشه,13,12,11
1387,بمروطهن,متلفعات,ليصلي,فينصرف,الصبح,عمره,مسلمه,الرجال,النسا,ركعتين,13,13,12
1388,وراد,املي,المغيره,كاتب,شعبه,وثلاثين,عمير,ثلاثا,وتكبرون,ونحمد,13,12,13
1389,اخبرتك,باسماها,فاخبره,والذيال,اليهودي,ساجده,راها,اسماها,وذو,وطارق,13,13,11
1390,فبال,بصبي,فاتبعه,ثوبه,فدعا,بول,الصبيان,اتي,فاهريق,بذنوب,13,12,12
1391,الوكيل,الوضح,الثمن,باع,فباع,فضاع,الاجر,المضارب,اقتضا,بجهه,13,13,4
1392,بول,للتداوي,لحمه,ماكول,يفسده,يكل,للضروره,الاستعمال,الفرس,يباح,13,13,8
1393,يتحالفان,الهالك,الحي,ويفسخ,الباع,ياخذ,وقيمه,حصه,ويترادان,المشتري,13,12,10
1394,بايعنا,والطاعه,السمع,بقينا,والمهاجره,فاجابوا,يحفرون,والمهاجرون,بايعوا,للانصار,13,13,13
1395,التكبيرات,الاستفتاح,يتعوذ,بدعا,الافتتاح,يكبر,التعوذ,تكبيره,الزواد,القراه,13,13,12
1396,ارسلان,طغر,تكش,المنصور,قانصوه,الناصر,بسن,بغا,المعظمي,المقتفي,13,12,2
1397,يقسم,هبته,وصرفت,كالكلب,قيه,الشفعه,العاد,وقعت,الحدود,السو,13,13,12
1398,يراي,الرقبي,ونتركه,لغاز,حجرا,الكبري,تنددون,والليله,افحج,يقلعها,12,12,1
1399,ببيتين,وختمها,غريبها,فاملي,يدب,دريد,الخواج,مقسم,وحضر,الغلام,12,12,12
1400,منبوذ,اخبرهم,فصفهم,حدثك,وكبر,قبر,عنهما,اليوم,فهلم,لقيط,12,12,12
1401,رديف,فجات,وفضله,استطاع,سبيلا,يسار,كفر,الحج,وجوب,ولله,12,12,12
1402,العبادي,طبقاته,وحملهما,الرافعي,تصنيفه,الجويني,المهذب,ادب,الابيوردي,هاعلم,12,12,9
1403,ببيدا,سيعوذ,خسف,يسيرون,منعه,الجيش,جيش,يومذ,حرماته,ينتهك,12,12,12
1404,جزعي,واغفر,صبري,وقله,لولدي,فاوحي,ولهم,اغفر,اخيهم,يستغفر,12,12,12
1405,حمير,نواس,بقايا,وقبال,الانجيل,واستقامه,فملكوه,واجتمعت,وبنجران,بنجران,12,12,11
1406,فيفاكه,يتعاهده,لعصفور,شعبه,بحافظ,النغير,الصغاني,شاق,بمثله,وحدثنا,12,10,3
1407,ترجمه,البجلي,يتحدد,المنقح,مراتبها,ومعرفتهم,توفر,الصيارفه,تهذيب,الانساب,12,10,9
1408,والمامون,فحدثهما,الامين,للمحدثين,يتخلف,فركب,ياتونا,ادريس,يحدثونا,الكوفه,12,12,12
1409,المبلوله,المنقع,متماثلا,بالمنقع,التمر,بيع,الحنطه,بالتمر,المقليه,اعدل,12,12,9
1410,استيقنت,فالحرم,ابزارا,فتدبرته,فخمهم,فشققه,تلقيك,سيردون,فاخذتهما,فانزلوهم,12,11,7
1411,يسابق,دريد,المرزباني,احفظ,ندخل,لحفظه,رايته,بضعا,قر,وابوالفرج,12,12,9
1412,الجدب,قحط,كسني,وجدب,فاصابتنا,بالسنين,بسنين,سنين,الثمرات,والعام,12,12,12
1413,فلبستها,سيرا,يلبس,حله,اشتريت,يجد,احسن,المسجد,الخطاب,مندوبا,12,12,11
1414,مزري,المسبل,واسجد,يسخر,فارج,وارفع,واتلو,المحكم,المحمل,المنزل,12,12,12
1415,عويمرا,ازواجهم,يرمون,شهادات,فشهاده,ايقتله,تقولون,والذين,شهدا,احدهم,12,12,12
1416,الخلوه,تحريه,التنفل,تحري,يمنع,التحري,القدمين,يجد,ترابا,يتترب,12,12,8
1417,تفعله,خاصرته,والناقوس,تكره,وتقول,اليهود,يوتر,الضحي,الاقامه,فذكروا,12,12,10
1418,اللبن,فالرضاع,فاللبن,تلد,لبن,حبلت,الثاني,فالتحريم,الاول,للثاني,12,12,12
1419,يطف,انبياهم,طوافا,اتخذوا,قبور,مساجد,الصفا,والواصله,اليهود,قاتل,12,9,5
1420,الاشقر,الاخرم,الرامهرمزي,ونكتفي,الجواله,لعظيمه,سيهلكون,العتكي,برامهرمز,والاصبهانيين,12,12,10
1421,العجلاني,عويمرا,الساعدي,ارايت,مبتوتته,ترثه,فرجع,ترث,عاصم,اخبره,12,12,11
1422,بالتصرف,ينفرد,الوصايه,سبيلها,الانكاح,للاخوين,كملا,شرعي,وتنفيذ,الولايه,12,12,11
1423,يحسن,بالفارسيه,العربيه,التكلم,الطمانينه,تحري,الحروف,اكبر,مقارنا,الطلب,12,12,6
1424,لمتن,الاستخراج,فواد,الالتقا,برقم,تخريجه,واحال,نسختي,تحريم,والاسامي,12,8,3
1425,بمتنه,تاما,التحويل,البخاري,ونسخه,الحصيني,ساقطه,بكرمه,الملتقي,الاسناد,12,9,5
1426,وبلال,فاغلقها,واسامه,المقدمين,الحجبي,العمودين,الكعبه,وعثمان,فاطال,اثره,12,12,12
1427,ناش,ايما,ذره,الضمري,يعمر,نشا,اعطاه,واميني,فيمضمض,عياض,12,12,12
1428,معان,حره,الدهقانه,بمعروف,ويصفر,بمتقن,الرفاعي,مناكير,التوابون,بالحده,12,12,6
1429,السهلي,العروضي,ذبلت,وماساه,واضوا,مهجي,ذيالحجه,بمرند,منظورا,دبيقيه,12,12,9
1430,لموالي,مواليهم,نبطي,موالي,الاب,ووالي,فالولد,اضعف,فولا,بمعتقه,12,12,9
1431,ريحانه,للمذنين,سعيدابن,المحازني,ينهاهن,وياتيه,يورثوا,بالرزق,فجفت,الاحتراف,12,12,12
1432,امراتك,عصيت,يمسها,حاض,طلق,يطلقها,وبانت,امرك,فراجعها,امراته,12,11,7
1433,المختار,والمبير,ومبير,ثقيف,كذاب,الكذاب,المبير,ناصبيا,فالكذاب,يتشيع,12,12,11
1434,امعك,لسور,سماها,وسوره,هالك,لرجل,كذا,صفات,حازم,المستثني,12,12,11
1435,وبيدك,خزان,تجوع,ومرادك,بمرارته,اشبع,نيتك,فانسي,غنمك,قلعها,12,12,10
1436,برهان,يهم,لولا,همت,والتاخير,ربه,راي,ولقد,الخبر,التقديم,12,12,11
1437,الالباني,ضعيف,الجامع,حكم,رقم,انظر,صحيح,حم,طب,حديث,12,12,1
1438,المزارعه,ظنوا,بشطر,ثمر,كالمساقاه,والربع,المعامله,خيبر,معامله,واجماع,12,12,9
1439,ليخبرني,نقره,الجام,فوضعه,فطن,بالصواع,انطلقتم,وانكم,دونكم,منكرون,12,12,11
1440,يسير,اسفاره,اوترت,توتر,فساله,ليلا,اوله,اسلم,اخره,ينقض,12,12,12
1441,بدنه,اركبها,يسوق,وجبت,الجبابره,واستحسانها,يعتر,والعتيق,والمعتر,استعظام,12,12,12
1442,القاعدون,يستوي,ضرارته,واللوح,الدواه,فكتبها,الضرر,فشكا,نزلت,الكتف,12,11,10
1443,التناقض,شهادتهما,الوديعه,للثاني,الشفيع,بالبينه,لمكان,وعامتهم,البينه,يقضي,12,12,6
1444,نستعين,الشيخان,والحمد,بجامع,بسم,وصلواته,الجز,اخبركم,وحسبنا,بقراتي,12,11,4
1445,نقد,النقد,النيه,تحضره,للوكيل,للعاقد,المالين,يحكم,توافقا,للامر,12,12,11
1446,الزاهدين,درهما,درهمين,القله,قصدهم,الضمير,مبخوس,وكانوا,يعلموا,الثمن,12,12,12
1447,والمساكين,وللفقرا,لفلان,صنف,صنفان,وللفريقين,الثلث,بثلث,الوصايا,اوصي,12,12,11
1448,يقطع,الكسر,الصليب,والتراب,نهيا,حلي,يتاول,الحرز,التمثال,مصلاهم,12,11,6
1449,والسقيم,فليخفف,والكبير,فليطول,الضعيف,للناس,الزناد,فايكم,الاعرج,التطويل,12,12,12
1450,للصبح,وبدا,اخبرتني,اعتكف,الاذان,حفصه,المذن,اصبحت,الفجر,الصبح,12,12,12
1451,نمرقه,تصاوير,اشترت,اخبرته,راها,لتستمتع,تبيعها,سيرا,انها,لتلبسها,12,12,10
1452,والتحوب,ذقنا,ذوقوا,مطير,فتمثل,المداني,اكبادنا,بغيضك,التقيت,الغيظ,12,11,11
1453,وحماد,وغندر,واخرين,وشعبه,الازرق,واميه,كثيرين,وحفص,وعبد,مردانيه,12,12,5
1454,يصهر,ايشا,قاهث,هاران,روم,اموص,لاوي,تارح,ناحور,ساروغ,12,12,11
1455,فيخلطونها,فانتصري,فعلته,يتهلل,يبست,ويجتمعون,نقضي,خدلا,فاقبلت,طعامهم,12,11,12
1456,وادريس,تانيس,بالابوه,الابا,عهدا,ويليه,ورفعناه,الانبيا,صورته,وهارون,12,12,11
1457,بالسو,ربي,واسترحمته,لاماره,غفور,استغفرت,بالعصمه,منسوق,كلام,النفس,12,12,11
1458,ركوبه,فيقتدي,راكبا,المبتدع,ليظهر,طوافه,ويحفظ,ويسال,واجبه,مشروعه,12,12,8
1459,اختصموا,خصمان,وشيبه,وعتبه,مجلز,ربهم,نزلت,هذان,وعبيده,فينا,12,12,11
1460,زمان,شر,فشكونا,اصبروا,نلقي,ياتي,اتينا,بعده,عليكم,تدركهم,12,12,12
1461,والتطوع,نوي,ظهرا,للتنافي,شارعا,وكفاره,القضا,النيه,الظهار,الرجحان,12,10,5
1462,اتيناك,حركوه,بلي,فجلسوا,بربكم,صنعتم,فاستقام,عفوتما,لقي,عفوكما,12,10,8
1463,وولداه,وجمال,وولده,عسكر,علوان,الواعظ,والح,وضيا,الثالثه,الحلبي,12,12,4
1464,الانفراد,ينفرد,بالتصرف,بالاجتماع,وكيلين,اليكما,وانفاذ,منهما,اطلق,اليهما,12,10,10
1465,مقام,كتحريك,يقام,الوصف,الشفتين,خياره,الريه,لراه,العجز,رضيت,12,11,9
1466,تراب,يمسحه,قم,ازار,ردا,وايكا,مضطجع,الصفه,تغطيه,كسا,12,11,12
1467,العقول,فبكت,تسوق,اتراني,انسيت,بالجميل,واغفل,ايحسد,جواره,بربك,12,10,11
1468,بحلاب,يومان,ازهر,هذان,صوم,شهدت,الفطر,العيد,فارسلت,فشرب,12,12,11
1469,لاحبار,بمسجد,عهدا,فانطلق,ابينا,سلام,احدث,اليهود,مصفي,يهود,12,12,10
1470,اقركم,بالمصلي,انطلقوا,الخدور,يهود,ويعتزلن,ودعوتهم,فيشهدن,مصلاهم,بينما,12,12,8
1471,مينا,الرفا,السوسي,اسنان,وعيسي,اويس,عثم,للثنايا,الرناد,الزناد,12,12,7
1472,الكسوه,السراويل,يجز,العمامه,القلنسوه,سراويل,مقنعه,ومقنعه,والازار,والعمامه,12,12,11
1473,فالصلاه,القبله,التوسعه,البنيان,والاستدبار,بعكس,العدو,العوره,يسترها,تتفق,12,12,11
1474,ربنا,حمده,الحمد,والماموم,الماموم,لمن,ويقتصر,الذكرين,لك,يقولها,12,12,11
1475,تذكر,تزال,الهالكين,تفتا,حرضا,كظم,بالحزن,بنفسك,تنتفع,والبكا,12,12,12
1476,يتسنه,يتقدم,صلدا,فيصلي,وابل,الطل,يتغير,الخوف,كعمود,الندي,12,12,12
1477,والطين,والتراب,يقطع,والسرجين,قطع,والزمرد,والنوره,والجص,واللل,يسرع,12,12,10
1478,ودفن,الغد,بباب,مولدي,وحدث,بالبندنيجيين,المقطم,ولنا,القادربن,وكتبت,12,12,5
1479,املا,الصحيح,الاصبهاني,بمكه,الزعفراني,الحيه,البصري,زياد,شراكان,الضرير,12,12,4
1480,بعسقلان,العماني,درستوريه,بالقلوسي,البناكتي,منزلهما,بقراتي,المقران,الجندري,لامع,12,11,12
1481,عربيا,قرانا,بلسان,انزلناه,وعربي,فصلت,لقالوا,عربي,جعلناه,اعجميا,12,11,12
1482,اذكره,فتت,فت,افتات,تفتا,فتات,وفادت,وفتات,تذكر,زلت,12,12,12
1483,فادخلتها,الدولج,فاصبت,لعلها,تبايعه,الجماع,فبايعتني,لمغيب,جاتني,مغيب,12,11,11
1484,ايديهن,عليهن,الخناجر,فيقطعنها,يثبن,فجمعتهن,مجتمعات,مكرها,لهن,راينه,12,11,11
1485,زمان,بنار,بهبوط,ارخوا,هبوط,الطوفان,ارخ,بالطوفان,بنو,وانتشروا,12,12,11
1486,الشفع,الشروع,بترك,التحريمه,الاوليين,شروعه,القراه,الاخريين,قضا,فصح,12,10,7
1487,حج,بي,الساب,الوداع,بمني,الجعيد,زراره,سنين,بالبنا,حجه,12,12,12
1488,لبنتين,تبرز,واسع,ناسا,حبان,شرقوا,يقولون,عمه,غربوا,يولها,12,12,11
1489,بالعشا,فابدوا,تعشي,اقيمت,العشا,وحضر,وهيب,يسمع,مره,عروه,12,12,12
1490,القيسراني,واضطروهم,لقيتم,نفعتك,البحيري,بالسلام,عيال,تبدهم,عطيه,واسمه,12,12,11
1491,وحجره,بيتين,ادعوا,جدعان,تشتره,اخبرهم,مليكه,صهيب,كالفصل,كالكلب,12,12,12
1492,نكنيك,بكنيتي,فسماه,باسمي,تكتنوا,الانصار,سموا,غلام,الجعد,لرجل,12,12,12
1493,بحمد,بنافض,كيعقوب,تعذروني,بحمدك,فقعدت,ومثلكم,وبنيه,عذرها,فلعل,12,12,11
1494,لشريكه,قيمته,سعي,وصيه,نصيبه,عتق,يسعي,موسرا,ويسعي,الورثه,12,10,5
1495,فيسدد,يدخلان,يقتل,ويقتل,يضحك,يسلم,رجلين,الكافر,الزناد,الاعرج,12,12,12
1496,وغلبتهم,ورحمنا,فتواجد,وبكوا,وريت,الشقيق,الشفيق,وشيخي,منامات,الجمادين,12,12,11
1497,وعمتها,عمتها,المراه,خالتها,تنكح,يجمع,الزناد,الاعرج,وخالتها,هريره,12,12,11
1498,تمتع,بالعمره,يصمن,الصيام,يرخص,لمن,سالم,يجد,عرفه,التشريق,12,12,12
1499,القسامه,للدعوي,العبادات,شراطه,اخواته,الاقوال,الممتنع,الوصليه,للقسامه,صورناه,12,12,7
1500,بفارس,بنجران,بالشام,حرقوا,وانزل,نواس,الاخدود,بارض,قرانا,والاخري,12,12,11
1501,الحلقوم,والمري,الودجين,قطع,الاوداج,والحلقوم,العروق,بقطع,الاكثر,والمشهور,12,12,12
1502,الجوبه,لمصاله,خراجك,يمتحنون,بلدك,وخراجا,هلموا,ابنتي,رايهم,ويخرجه,12,11,12
1503,لزيد,للحي,الثلث,فالثلث,يزاحم,بموته,اوصي,للوصيه,ميت,يعلم,12,12,11
1504,خاتما,اتخذ,الفضه,خاتم,فصه,فضه,فاتخذه,فرمي,ورق,واتخذ,12,11,12
1505,مبعث,نار,فارخ,الطوفان,افترقوا,منخر,فارخوا,يافث,وراه,التاريخ,12,11,12
1506,بالمدد,واستمدوه,فامدهم,فزعموا,العون,رعل,لحيان,وعصيه,وذكوان,اسلموا,12,11,11
1507,شركه,الخلط,الشركه,الربح,خلطا,التفاضل,وثمره,تظهر,والموزون,المخلوط,12,12,10
1508,الكفاله,ببدن,تصح,تكفل,الضمان,يحضره,بفلان,كضمان,المطر,الدرك,12,10,8
1509,عطش,ركوه,الحديبيه,فبصق,فارووا,وركابهم,دعوها,ورسول,فتوضا,بدلو,12,12,12
1510,الشغار,والشغار,يزوجه,ابنته,يزوج,شغر,نهي,ليبول,حرموا,الرضاعه,12,12,12
1511,بالجهاز,للزوج,يجهز,يصلح,للمراه,للرجال,والباقي,يدفع,تاتي,مثلها,12,10,9
1512,غزه,هواره,ويحسن,بدمشق,احنفي,بالاقطع,الخرتباوي,فقو,فاضلا,خطابه,12,12,9
1513,بطراد,يفاع,ومتضعا,حثت,اشفاع,وتقابل,ونورا,ابقاك,انتفاع,اكف,12,12,10
1514,ارض,ارضهم,والتلصص,السواد,الدعاره,يطيقون,يخذ,ماشيته,الخراج,العشور,12,12,6
1515,فكتبنا,اكتبوا,تلفظ,بالاسلام,حذيفه,وال,الفا,حميت,واسلموا,كتابه,11,11,11
1516,نفيه,الفور,النفاس,الولاده,نفاه,النفي,وقتاه,ينتفي,تاخير,ومجاهد,11,11,11
